Date,Month,Route,Actual,Predicted,Day,Year
6,1,75.0,Collision - TTC,Operations - Operator,Friday,2023
6,1,24.0,Mechanical,Operations - Operator,Friday,2023
6,1,54.0,Vision,Operations - Operator,Friday,2023
6,1,52.0,Collision - TTC,Operations - Operator,Friday,2023
6,1,939.0,Mechanical,Operations - Operator,Friday,2023
6,1,29.0,Mechanical,Operations - Operator,Friday,2023
6,1,33.0,Diversion,Diversion,Friday,2023
6,1,121.0,Diversion,Operations - Operator,Friday,2023
6,1,7.0,Mechanical,Operations - Operator,Friday,2023
6,1,94.0,Emergency Services,Operations - Operator,Friday,2023
6,1,63.0,Security,Operations - Operator,Friday,2023
6,1,85.0,Emergency Services,Operations - Operator,Friday,2023
6,1,85.0,Mechanical,Operations - Operator,Friday,2023
6,1,86.0,General Delay,Operations - Operator,Friday,2023
6,1,97.0,Road Blocked - NON-TTC Collision,Diversion,Friday,2023
6,1,94.0,Mechanical,Operations - Operator,Friday,2023
6,1,924.0,Mechanical,Operations - Operator,Friday,2023
6,1,32.0,Operations - Operator,Mechanical,Friday,2023
6,1,10.0,Operations - Operator,Operations - Operator,Friday,2023
6,1,924.0,Mechanical,Operations - Operator,Friday,2023
6,1,7.0,Operations - Operator,Operations - Operator,Friday,2023
6,1,929.0,Mechanical,Mechanical,Friday,2023
6,1,60.0,Collision - TTC,Operations - Operator,Friday,2023
6,1,52.0,Operations - Operator,Operations - Operator,Friday,2023
6,1,35.0,Mechanical,Collision - TTC,Friday,2023
6,1,925.0,Operations - Operator,Operations - Operator,Friday,2023
6,1,35.0,Mechanical,Operations - Operator,Friday,2023
6,1,39.0,Mechanical,Operations - Operator,Friday,2023
6,1,67.0,Operations - Operator,Operations - Operator,Friday,2023
6,1,24.0,Mechanical,Operations - Operator,Friday,2023
6,1,92.0,Mechanical,Operations - Operator,Friday,2023
6,1,25.0,Operations - Operator,Operations - Operator,Friday,2023
6,1,945.0,Mechanical,Operations - Operator,Friday,2023
6,1,52.0,Operations - Operator,Operations - Operator,Friday,2023
6,1,54.0,Operations - Operator,Operations - Operator,Friday,2023
6,1,35.0,Operations - Operator,Operations - Operator,Friday,2023
6,1,34.0,Collision - TTC,Operations - Operator,Friday,2023
6,1,927.0,Mechanical,Operations - Operator,Friday,2023
6,1,17.0,Mechanical,Operations - Operator,Friday,2023
6,1,63.0,Collision - TTC,Operations - Operator,Friday,2023
6,1,41.0,Operations - Operator,Mechanical,Friday,2023
6,1,168.0,Road Blocked - NON-TTC Collision,Diversion,Friday,2023
6,1,161.0,Road Blocked - NON-TTC Collision,Diversion,Friday,2023
6,1,36.0,Security,Operations - Operator,Friday,2023
6,1,42.0,Mechanical,Operations - Operator,Friday,2023
6,1,65.0,Collision - TTC,Operations - Operator,Friday,2023
6,1,118.0,Mechanical,Operations - Operator,Friday,2023
6,1,37.0,Road Blocked - NON-TTC Collision,Diversion,Friday,2023
6,1,116.0,Cleaning - Unsanitary,Mechanical,Friday,2023
6,1,29.0,Cleaning - Unsanitary,Operations - Operator,Friday,2023
6,1,935.0,Mechanical,Mechanical,Friday,2023
6,1,935.0,Mechanical,Mechanical,Friday,2023
6,1,97.0,Mechanical,Mechanical,Friday,2023
6,1,97.0,Mechanical,Diversion,Friday,2023
6,1,102.0,Security,Operations - Operator,Friday,2023
6,1,25.0,Operations - Operator,Operations - Operator,Friday,2023
6,1,90.0,Utilized Off Route,Operations - Operator,Friday,2023
6,1,95.0,Cleaning - Unsanitary,Operations - Operator,Friday,2023
6,1,165.0,Vision,Operations - Operator,Friday,2023
6,1,46.0,Security,Operations - Operator,Friday,2023
6,1,116.0,Cleaning - Unsanitary,Mechanical,Friday,2023
6,1,29.0,Emergency Services,Operations - Operator,Friday,2023
6,1,50.0,Security,Mechanical,Friday,2023
6,1,25.0,Operations - Operator,Operations - Operator,Friday,2023
6,1,927.0,General Delay,Mechanical,Friday,2023
6,1,501.0,Operations - Operator,Emergency Services,Friday,2023
6,1,74.0,Diversion,Diversion,Friday,2023
6,1,47.0,General Delay,Mechanical,Friday,2023
6,1,501.0,Security,Operations - Operator,Friday,2023
6,1,89.0,Emergency Services,Operations - Operator,Friday,2023
6,1,85.0,Road Blocked - NON-TTC Collision,Diversion,Friday,2023
6,1,41.0,Collision - TTC,Mechanical,Friday,2023
6,1,116.0,Road Blocked - NON-TTC Collision,Operations - Operator,Friday,2023
7,1,960.0,Cleaning - Unsanitary,Mechanical,Saturday,2023
7,1,300.0,Operations - Operator,Security,Saturday,2023
7,1,67.0,Mechanical,Operations - Operator,Saturday,2023
7,1,61.0,Operations - Operator,Operations - Operator,Saturday,2023
7,1,900.0,Security,Emergency Services,Saturday,2023
7,1,39.0,Mechanical,Operations - Operator,Saturday,2023
7,1,89.0,Diversion,Mechanical,Saturday,2023
7,1,116.0,Security,Mechanical,Saturday,2023
7,1,80.0,Diversion,Diversion,Saturday,2023
7,1,42.0,General Delay,Mechanical,Saturday,2023
7,1,927.0,Mechanical,Mechanical,Saturday,2023
7,1,160.0,Security,Operations - Operator,Saturday,2023
7,1,501.0,Emergency Services,Mechanical,Saturday,2023
7,1,24.0,Vision,Mechanical,Saturday,2023
7,1,75.0,Investigation,Operations - Operator,Saturday,2023
7,1,95.0,Security,Mechanical,Saturday,2023
7,1,36.0,Emergency Services,Operations - Operator,Saturday,2023
7,1,81.0,Mechanical,Operations - Operator,Saturday,2023
7,1,32.0,Mechanical,Mechanical,Saturday,2023
7,1,47.0,Mechanical,Mechanical,Saturday,2023
7,1,25.0,Mechanical,Operations - Operator,Saturday,2023
7,1,34.0,Collision - TTC,Operations - Operator,Saturday,2023
7,1,36.0,Mechanical,Operations - Operator,Saturday,2023
7,1,9.0,General Delay,Operations - Operator,Saturday,2023
7,1,133.0,Mechanical,Operations - Operator,Saturday,2023
7,1,120.0,Cleaning - Unsanitary,Operations - Operator,Saturday,2023
7,1,35.0,Mechanical,Mechanical,Saturday,2023
7,1,100.0,Emergency Services,Operations - Operator,Saturday,2023
7,1,7.0,Mechanical,Operations - Operator,Saturday,2023
7,1,29.0,Mechanical,Mechanical,Saturday,2023
7,1,65.0,Collision - TTC,Operations - Operator,Saturday,2023
7,1,47.0,Mechanical,Operations - Operator,Saturday,2023
7,1,900.0,Mechanical,Operations - Operator,Saturday,2023
7,1,32.0,Security,Operations - Operator,Saturday,2023
7,1,7.0,Mechanical,Operations - Operator,Saturday,2023
7,1,41.0,Mechanical,Mechanical,Saturday,2023
7,1,165.0,Operations - Operator,Operations - Operator,Saturday,2023
7,1,25.0,Vision,Operations - Operator,Saturday,2023
7,1,37.0,Mechanical,Operations - Operator,Saturday,2023
7,1,127.0,Operations - Operator,Operations - Operator,Saturday,2023
7,1,66.0,General Delay,Operations - Operator,Saturday,2023
7,1,120.0,General Delay,Operations - Operator,Saturday,2023
7,1,43.0,Investigation,Operations - Operator,Saturday,2023
7,1,34.0,Operations - Operator,Operations - Operator,Saturday,2023
7,1,52.0,Mechanical,Operations - Operator,Saturday,2023
7,1,34.0,Operations - Operator,Operations - Operator,Saturday,2023
7,1,46.0,General Delay,Operations - Operator,Saturday,2023
7,1,120.0,General Delay,Operations - Operator,Saturday,2023
7,1,70.0,Cleaning - Unsanitary,Operations - Operator,Saturday,2023
7,1,29.0,Mechanical,Operations - Operator,Saturday,2023
7,1,929.0,Collision - TTC,Mechanical,Saturday,2023
7,1,134.0,Security,Operations - Operator,Saturday,2023
7,1,76.0,Mechanical,Operations - Operator,Saturday,2023
7,1,86.0,Operations - Operator,Mechanical,Saturday,2023
7,1,71.0,Collision - TTC,Operations - Operator,Saturday,2023
7,1,95.0,Operations - Operator,Mechanical,Saturday,2023
7,1,66.0,General Delay,Operations - Operator,Saturday,2023
7,1,7.0,Mechanical,Operations - Operator,Saturday,2023
7,1,98.0,General Delay,Operations - Operator,Saturday,2023
7,1,89.0,Operations - Operator,Operations - Operator,Saturday,2023
7,1,86.0,Mechanical,Mechanical,Saturday,2023
7,1,52.0,Diversion,Operations - Operator,Saturday,2023
7,1,52.0,General Delay,Operations - Operator,Saturday,2023
7,1,95.0,General Delay,Operations - Operator,Saturday,2023
7,1,95.0,General Delay,Operations - Operator,Saturday,2023
7,1,86.0,Security,Mechanical,Saturday,2023
7,1,25.0,Mechanical,Operations - Operator,Saturday,2023
7,1,112.0,General Delay,Mechanical,Saturday,2023
7,1,85.0,Security,Mechanical,Saturday,2023
7,1,54.0,Cleaning - Unsanitary,Mechanical,Saturday,2023
8,1,300.0,Utilized Off Route,Operations - Operator,Sunday,2023
8,1,320.0,Cleaning - Unsanitary,Operations - Operator,Sunday,2023
8,1,300.0,Security,Security,Sunday,2023
8,1,35.0,Security,Security,Sunday,2023
8,1,63.0,Operations - Operator,Operations - Operator,Sunday,2023
8,1,77.0,Emergency Services,Security,Sunday,2023
8,1,96.0,Vision,Operations - Operator,Sunday,2023
8,1,929.0,Mechanical,Mechanical,Sunday,2023
8,1,35.0,Diversion,Operations - Operator,Sunday,2023
8,1,102.0,Diversion,Diversion,Sunday,2023
8,1,39.0,Mechanical,Mechanical,Sunday,2023
8,1,113.0,Mechanical,Mechanical,Sunday,2023
8,1,47.0,Mechanical,Mechanical,Sunday,2023
8,1,927.0,Operations - Operator,Mechanical,Sunday,2023
8,1,108.0,Operations - Operator,Mechanical,Sunday,2023
8,1,960.0,Operations - Operator,Operations - Operator,Sunday,2023
8,1,35.0,Mechanical,Mechanical,Sunday,2023
8,1,96.0,Operations - Operator,Operations - Operator,Sunday,2023
8,1,300.0,Operations - Operator,Diversion,Sunday,2023
8,1,96.0,Mechanical,Operations - Operator,Sunday,2023
8,1,106.0,Mechanical,Operations - Operator,Sunday,2023
8,1,86.0,Mechanical,Diversion,Sunday,2023
8,1,102.0,Mechanical,Collision - TTC,Sunday,2023
8,1,42.0,Diversion,Operations - Operator,Sunday,2023
8,1,113.0,Cleaning - Unsanitary,Operations - Operator,Sunday,2023
8,1,21.0,Mechanical,Mechanical,Sunday,2023
8,1,43.0,Mechanical,Mechanical,Sunday,2023
8,1,123.0,Collision - TTC,Mechanical,Sunday,2023
8,1,86.0,Mechanical,Mechanical,Sunday,2023
8,1,95.0,Security,Diversion,Sunday,2023
8,1,95.0,Mechanical,Mechanical,Sunday,2023
8,1,80.0,Collision - TTC,Operations - Operator,Sunday,2023
8,1,36.0,Mechanical,Mechanical,Sunday,2023
8,1,32.0,Mechanical,Mechanical,Sunday,2023
8,1,110.0,Cleaning - Unsanitary,Operations - Operator,Sunday,2023
8,1,7.0,Cleaning - Unsanitary,Mechanical,Sunday,2023
8,1,165.0,Mechanical,Mechanical,Sunday,2023
8,1,53.0,Vision,Operations - Operator,Sunday,2023
8,1,92.0,Mechanical,Operations - Operator,Sunday,2023
8,1,97.0,Diversion,Operations - Operator,Sunday,2023
8,1,100.0,Collision - TTC,Operations - Operator,Sunday,2023
8,1,36.0,Mechanical,Mechanical,Sunday,2023
8,1,131.0,Diversion,Diversion,Sunday,2023
8,1,124.0,Mechanical,Operations - Operator,Sunday,2023
8,1,43.0,Mechanical,Operations - Operator,Sunday,2023
8,1,939.0,Operations - Operator,Operations - Operator,Sunday,2023
8,1,7.0,Security,Operations - Operator,Sunday,2023
8,1,42.0,General Delay,Operations - Operator,Sunday,2023
8,1,32.0,Security,Mechanical,Sunday,2023
8,1,89.0,Diversion,Diversion,Sunday,2023
8,1,43.0,Mechanical,Operations - Operator,Sunday,2023
8,1,94.0,Mechanical,Operations - Operator,Sunday,2023
8,1,161.0,Diversion,Mechanical,Sunday,2023
8,1,84.0,Mechanical,Operations - Operator,Sunday,2023
8,1,600.0,Security,Mechanical,Sunday,2023
8,1,21.0,Mechanical,Operations - Operator,Sunday,2023
8,1,89.0,Investigation,Mechanical,Sunday,2023
8,1,85.0,Mechanical,Operations - Operator,Sunday,2023
8,1,36.0,General Delay,Mechanical,Sunday,2023
8,1,52.0,Vision,Operations - Operator,Sunday,2023
8,1,70.0,Emergency Services,Operations - Operator,Sunday,2023
8,1,32.0,Mechanical,Mechanical,Sunday,2023
8,1,94.0,Collision - TTC,Mechanical,Sunday,2023
8,1,63.0,Collision - TTC,Mechanical,Sunday,2023
8,1,116.0,Mechanical,Mechanical,Sunday,2023
8,1,63.0,Security,Mechanical,Sunday,2023
8,1,54.0,Security,Operations - Operator,Sunday,2023
8,1,168.0,Security,Security,Sunday,2023
9,1,165.0,Security,Security,Monday,2023
9,1,85.0,Mechanical,Mechanical,Monday,2023
9,1,60.0,Mechanical,Mechanical,Monday,2023
9,1,72.0,Mechanical,Operations - Operator,Monday,2023
9,1,72.0,Utilized Off Route,Mechanical,Monday,2023
9,1,36.0,Vision,Mechanical,Monday,2023
9,1,34.0,Mechanical,Mechanical,Monday,2023
9,1,95.0,Security,Mechanical,Monday,2023
9,1,89.0,Mechanical,Mechanical,Monday,2023
9,1,102.0,Mechanical,Operations - Operator,Monday,2023
9,1,38.0,Security,Mechanical,Monday,2023
9,1,985.0,Collision - TTC,Mechanical,Monday,2023
9,1,95.0,Security,Mechanical,Monday,2023
9,1,47.0,Security,Mechanical,Monday,2023
9,1,501.0,Collision - TTC,Mechanical,Monday,2023
9,1,954.0,Collision - TTC,Mechanical,Monday,2023
9,1,40.0,Mechanical,Mechanical,Monday,2023
9,1,116.0,Mechanical,Mechanical,Monday,2023
9,1,985.0,Mechanical,Mechanical,Monday,2023
9,1,63.0,Collision - TTC,Mechanical,Monday,2023
9,1,937.0,Mechanical,Mechanical,Monday,2023
9,1,111.0,Mechanical,Mechanical,Monday,2023
9,1,35.0,Mechanical,Mechanical,Monday,2023
9,1,97.0,Operations - Operator,Diversion,Monday,2023
9,1,29.0,Vision,Mechanical,Monday,2023
9,1,14.0,Mechanical,Mechanical,Monday,2023
9,1,941.0,Collision - TTC,Collision - TTC,Monday,2023
9,1,95.0,Mechanical,Mechanical,Monday,2023
9,1,54.0,Operations - Operator,Mechanical,Monday,2023
9,1,45.0,Mechanical,Mechanical,Monday,2023
9,1,75.0,Emergency Services,Operations - Operator,Monday,2023
9,1,960.0,Mechanical,Mechanical,Monday,2023
9,1,41.0,Mechanical,Mechanical,Monday,2023
9,1,17.0,Mechanical,Mechanical,Monday,2023
9,1,33.0,Collision - TTC,Operations - Operator,Monday,2023
9,1,996.0,Operations - Operator,Operations - Operator,Monday,2023
9,1,131.0,Mechanical,Collision - TTC,Monday,2023
9,1,935.0,Mechanical,Mechanical,Monday,2023
9,1,54.0,Collision - TTC,Mechanical,Monday,2023
9,1,927.0,Security,Operations - Operator,Monday,2023
9,1,86.0,Vision,Operations - Operator,Monday,2023
9,1,52.0,Mechanical,Operations - Operator,Monday,2023
9,1,52.0,Vision,Operations - Operator,Monday,2023
9,1,89.0,Operations - Operator,Operations - Operator,Monday,2023
9,1,927.0,Mechanical,Mechanical,Monday,2023
9,1,161.0,Mechanical,Operations - Operator,Monday,2023
9,1,36.0,Collision - TTC,Operations - Operator,Monday,2023
9,1,24.0,Investigation,Operations - Operator,Monday,2023
9,1,63.0,Mechanical,Operations - Operator,Monday,2023
9,1,40.0,Emergency Services,Operations - Operator,Monday,2023
9,1,24.0,Security,Operations - Operator,Monday,2023
9,1,52.0,Emergency Services,Operations - Operator,Monday,2023
9,1,91.0,General Delay,Operations - Operator,Monday,2023
9,1,169.0,Operations - Operator,Mechanical,Monday,2023
9,1,76.0,Mechanical,Operations - Operator,Monday,2023
9,1,36.0,Emergency Services,Mechanical,Monday,2023
9,1,131.0,Mechanical,Operations - Operator,Monday,2023
9,1,996.0,Investigation,Mechanical,Monday,2023
9,1,91.0,Cleaning - Unsanitary,Operations - Operator,Monday,2023
9,1,16.0,Mechanical,Mechanical,Monday,2023
9,1,75.0,Security,Operations - Operator,Monday,2023
9,1,35.0,Mechanical,Mechanical,Monday,2023
9,1,927.0,Mechanical,Mechanical,Monday,2023
9,1,937.0,Emergency Services,Mechanical,Monday,2023
9,1,52.0,Mechanical,Operations - Operator,Monday,2023
9,1,20.0,Investigation,Mechanical,Monday,2023
9,1,34.0,Collision - TTC,Operations - Operator,Monday,2023
9,1,38.0,Mechanical,Mechanical,Monday,2023
9,1,32.0,Mechanical,Mechanical,Monday,2023
9,1,54.0,Emergency Services,Operations - Operator,Monday,2023
9,1,21.0,Diversion,Operations - Operator,Monday,2023
9,1,89.0,Mechanical,Operations - Operator,Monday,2023
9,1,939.0,Diversion,Diversion,Monday,2023
9,1,7.0,Security,Mechanical,Monday,2023
9,1,60.0,Diversion,Diversion,Monday,2023
9,1,54.0,Mechanical,Operations - Operator,Monday,2023
9,1,935.0,Diversion,Mechanical,Monday,2023
9,1,25.0,Cleaning - Unsanitary,Mechanical,Monday,2023
9,1,44.0,Security,Operations - Operator,Monday,2023
9,1,36.0,Operations - Operator,Mechanical,Monday,2023
9,1,102.0,Mechanical,Mechanical,Monday,2023
9,1,160.0,Security,Mechanical,Monday,2023
9,1,20.0,Mechanical,Mechanical,Monday,2023
9,1,24.0,Mechanical,Operations - Operator,Monday,2023
9,1,41.0,Emergency Services,Mechanical,Monday,2023
9,1,131.0,Security,Mechanical,Monday,2023
9,1,123.0,Security,Mechanical,Monday,2023
9,1,600.0,Investigation,Collision - TTC,Monday,2023
9,1,124.0,Operations - Operator,Operations - Operator,Monday,2023
9,1,73.0,Operations - Operator,Operations - Operator,Monday,2023
10,1,300.0,Operations - Operator,Operations - Operator,Tuesday,2023
10,1,385.0,Security,Operations - Operator,Tuesday,2023
10,1,41.0,Operations - Operator,Operations - Operator,Tuesday,2023
10,1,320.0,Emergency Services,Security,Tuesday,2023
10,1,45.0,Mechanical,Operations - Operator,Tuesday,2023
10,1,320.0,Emergency Services,Security,Tuesday,2023
10,1,300.0,Operations - Operator,Operations - Operator,Tuesday,2023
10,1,935.0,Operations - Operator,Mechanical,Tuesday,2023
10,1,50.0,Mechanical,Mechanical,Tuesday,2023
10,1,986.0,Mechanical,Mechanical,Tuesday,2023
10,1,35.0,Mechanical,Mechanical,Tuesday,2023
10,1,32.0,Operations - Operator,Mechanical,Tuesday,2023
10,1,54.0,Mechanical,Mechanical,Tuesday,2023
10,1,85.0,Mechanical,Mechanical,Tuesday,2023
10,1,85.0,Mechanical,Mechanical,Tuesday,2023
10,1,89.0,Mechanical,Mechanical,Tuesday,2023
10,1,89.0,Mechanical,Mechanical,Tuesday,2023
10,1,84.0,Mechanical,Mechanical,Tuesday,2023
10,1,960.0,Mechanical,Mechanical,Tuesday,2023
10,1,29.0,Collision - TTC,Mechanical,Tuesday,2023
10,1,24.0,Collision - TTC,Mechanical,Tuesday,2023
10,1,104.0,Mechanical,Mechanical,Tuesday,2023
10,1,160.0,Mechanical,Mechanical,Tuesday,2023
10,1,63.0,Collision - TTC,Mechanical,Tuesday,2023
10,1,111.0,Mechanical,Operations - Operator,Tuesday,2023
10,1,43.0,Mechanical,Mechanical,Tuesday,2023
10,1,160.0,Mechanical,Operations - Operator,Tuesday,2023
10,1,75.0,Mechanical,Mechanical,Tuesday,2023
10,1,52.0,Mechanical,Mechanical,Tuesday,2023
10,1,89.0,Mechanical,Operations - Operator,Tuesday,2023
10,1,72.0,Collision - TTC,Operations - Operator,Tuesday,2023
10,1,935.0,Mechanical,Mechanical,Tuesday,2023
10,1,59.0,Operations - Operator,Operations - Operator,Tuesday,2023
10,1,110.0,Investigation,Mechanical,Tuesday,2023
10,1,106.0,Mechanical,Mechanical,Tuesday,2023
10,1,122.0,Mechanical,Mechanical,Tuesday,2023
10,1,161.0,Collision - TTC,Mechanical,Tuesday,2023
10,1,96.0,Collision - TTC,Mechanical,Tuesday,2023
10,1,122.0,Security,Mechanical,Tuesday,2023
10,1,12.0,Collision - TTC,Mechanical,Tuesday,2023
10,1,37.0,Emergency Services,Mechanical,Tuesday,2023
10,1,97.0,Investigation,Diversion,Tuesday,2023
10,1,60.0,Collision - TTC,Mechanical,Tuesday,2023
10,1,32.0,Collision - TTC,Mechanical,Tuesday,2023
10,1,87.0,Security,Operations - Operator,Tuesday,2023
10,1,943.0,Mechanical,Mechanical,Tuesday,2023
10,1,46.0,Diversion,Operations - Operator,Tuesday,2023
10,1,46.0,Mechanical,Mechanical,Tuesday,2023
10,1,124.0,Mechanical,Operations - Operator,Tuesday,2023
10,1,98.0,Mechanical,Operations - Operator,Tuesday,2023
10,1,927.0,Operations - Operator,Mechanical,Tuesday,2023
10,1,25.0,Collision - TTC,Operations - Operator,Tuesday,2023
10,1,60.0,Operations - Operator,Operations - Operator,Tuesday,2023
10,1,65.0,Mechanical,Mechanical,Tuesday,2023
10,1,47.0,Diversion,Diversion,Tuesday,2023
10,1,22.0,Security,Operations - Operator,Tuesday,2023
10,1,925.0,Mechanical,Mechanical,Tuesday,2023
10,1,989.0,Mechanical,Mechanical,Tuesday,2023
10,1,11.0,Utilized Off Route,Operations - Operator,Tuesday,2023
10,1,989.0,Mechanical,Mechanical,Tuesday,2023
10,1,79.0,Mechanical,Mechanical,Tuesday,2023
10,1,79.0,Mechanical,Mechanical,Tuesday,2023
10,1,32.0,Mechanical,Mechanical,Tuesday,2023
10,1,20.0,Mechanical,Mechanical,Tuesday,2023
10,1,40.0,Security,Mechanical,Tuesday,2023
10,1,98.0,Security,Mechanical,Tuesday,2023
10,1,53.0,Mechanical,Mechanical,Tuesday,2023
11,1,336.0,Diversion,Diversion,Wednesday,2023
11,1,363.0,Diversion,Diversion,Wednesday,2023
11,1,320.0,Emergency Services,Mechanical,Wednesday,2023
11,1,300.0,Security,Operations - Operator,Wednesday,2023
11,1,300.0,Mechanical,Mechanical,Wednesday,2023
11,1,79.0,Mechanical,Mechanical,Wednesday,2023
